    9.100642489183741E-03    2.980244476796922E+04    9.881171602773281E+04    9.881200465834554E+04    2.072549882769454E+05    2.072552713611647E+05    2.072554322871153E+05    3.551323310525071E+05    3.551324420537555E+05    3.551326533102454E+05    3.551327794613488E+05    5.424435493332648E+05    5.424436556270869E+05    5.424437842126307E+05    5.424439579348428E+05    5.424440435164445E+05    7.691887537551876E+05    7.691888525033884E+05    7.691889170527097E+05    7.691890715114325E+05    7.691891905044151E+05
    3.048636648471348E-02    2.845931781485941E+03    8.995024253181771E+03    8.995957453067756E+03    1.865830079769959E+04    1.865922824313905E+04    1.865975171510457E+04    3.183601834757404E+04    3.183635705834287E+04    3.183705563962700E+04    3.183747149385795E+04    4.852749993435626E+04    4.852782663572965E+04    4.852824237308279E+04    4.852882449576189E+04    4.852910748051863E+04    6.873308732700594E+04    6.873339815815014E+04    6.873353701059672E+04    6.873409399644245E+04    6.873452900543742E+04
    6.403661698629914E-02    7.834497330208256E+02    2.176393377590400E+03    2.178250107993323E+03    4.366107734625416E+03    4.367994730340277E+03    4.369033252722766E+03    7.353203749077497E+03    7.353822317769156E+03    7.355250675286829E+03    7.356086729253616E+03    1.113620707731014E+04    1.113681088423644E+04    1.113764352166327E+04    1.113882751672327E+04    1.113939186053340E+04    1.571585649511655E+04    1.571643706819387E+04    1.571667954508998E+04    1.571780937273875E+04    1.571870492701603E+04
    1.096666858430195E-01    3.597414695847895E+02    8.336441997128881E+02    8.366083868138356E+02    1.579566230073283E+03    1.582667406432103E+03    1.584318157726368E+03    2.598703585478273E+03    2.599564508794528E+03    2.601925758483298E+03    2.603285197896706E+03    3.888420087398595E+03    3.889286178618718E+03    3.890618214584622E+03    3.892562625946101E+03    3.893476669792420E+03    5.450035941958023E+03    5.450879302107600E+03    5.451199459064992E+03    5.453029684070080E+03    5.454527899050579E+03
    1.672644481545040E-01    2.101523646147018E+02    4.126200126095696E+02    4.167863828339557E+02    7.323760763453090E+02    7.368719981422205E+02    7.391784393195104E+02    1.171474967390500E+03    1.172441097848154E+03    1.175894189405866E+03    1.177858499042163E+03    1.725713726756441E+03    1.726768420241620E+03    1.728615161111845E+03    1.731441768344782E+03    1.732769748646053E+03    2.397221436361062E+03    2.398261108802349E+03    2.398594291391069E+03    2.401171726695806E+03    2.403415175973400E+03
    2.366888210566849E-01    1.317115691741022E+02    2.314606656916108E+02    2.368598399972297E+02    3.901119919844137E+02    3.960856162253840E+02    3.990546135014562E+02    6.108114936145013E+02    6.116443173970841E+02    6.163049458265622E+02    6.189405062347274E+02    8.873753615739479E+02    8.885301888198792E+02    8.908108113967883E+02    8.946145058475131E+02    8.964264198388757E+02    1.223043531476897E+03    1.224181282098027E+03    1.224437557928496E+03    1.227701623947622E+03    1.230852112372966E+03
    3.177698626218293E-01    7.852432179646860E+01    1.324733459590902E+02    1.390866193800208E+02    2.194540412957280E+02    2.268466793592814E+02    2.304735869214585E+02    3.437431110133044E+02    3.441497029042316E+02    3.500670731458972E+02    3.534181852174407E+02    4.968569652834310E+02    4.980963692420604E+02    5.005944319306044E+02    5.054483214905744E+02    5.078134595670396E+02    6.835156357820049E+02    6.846617621777242E+02    6.848012884424745E+02    6.885371361711049E+02    6.927768872899909E+02
    4.103091324485924E-01    3.758445329680976E+01    6.859922045017703E+01    7.631646593760192E+01    1.199354647100934E+02    1.284825985436013E+02    1.327654704598616E+02    1.961956992982594E+02    1.969278689071895E+02    2.035230555283649E+02    2.075793921370156E+02    2.880408176513893E+02    2.895320287040459E+02    2.918629962588649E+02    2.977920833753747E+02    3.007548774481009E+02    4.004830450775623E+02    4.016192710943910E+02    4.018850645907895E+02    4.055987370769069E+02    4.110780032479740E+02
    5.140801607707495E-01    4.622129564540217E+00    2.320384838581059E+01    3.168854624122730E+01    5.551565308866884E+01    6.468844928124346E+01    6.959532335249915E+01    1.052217758596598E+02    1.073292061243045E+02    1.137502307708828E+02    1.183740321074910E+02    1.643030794799015E+02    1.663800038687738E+02    1.680449375684013E+02    1.749480389423145E+02    1.784897809069804E+02    2.362511261124533E+02    2.378429015036017E+02    2.382268680408832E+02    2.414634050181108E+02    2.481702585751703E+02
    6.288289967118628E-01   -2.206664878895246E+01   -1.042333875279242E+01   -1.954387720348763E+00    1.146343407175024E+01    2.047414367240994E+01    2.583375842122405E+01    4.515732346262922E+01    4.895895266806176E+01    5.464139605431021E+01    5.944185687378959E+01    8.562719218192379E+01    8.854266697236795E+01    8.924133090091902E+01    9.669697006865493E+01    1.006866039862822E+02    1.337087953571924E+02    1.362900285641958E+02    1.365789836669415E+02    1.392710224738418E+02    1.467669895723876E+02
    7.542748272850455E-01   -4.339196392408601E+01   -3.542524414661504E+01   -2.823854816599101E+01   -1.912496532537800E+01   -1.106414520970884E+01   -5.690035495483471E+00    4.042497751527677E+00    9.243233808941483E+00    1.410943549935783E+01    1.834673982077108E+01    3.354101977207696E+01    3.647063673542851E+01    3.789873231767044E+01    4.430108170530667E+01    4.849799658149652E+01    6.653885154425228E+01    7.001703524196151E+01    7.045885432467938E+01    7.315154993595749E+01    8.019496987992235E+01
